N,P,K,temperature,humidity,ph,rainfall,label
48.7,37.39,26.71,25.43,40.29,6.62,85.88,Sorghum
114.15,52.37,84.78,32.65,92.99,5.82,277.18,Rubber
107.6,39.09,99.29,20.6,53.66,6.75,122.56,Orange
60.33,21.97,44.93,29.5,69.32,6.93,49.66,Bottle Gourd
105.66,69.21,59.84,25.24,67.15,6.56,85.48,Tomato
62.17,40.59,51.0,20.31,77.22,6.71,63.37,Cabbage
79.86,29.32,28.05,32.93,33.58,6.26,53.76,Sorghum
60.3,23.25,33.15,42.63,40.77,7.38,64.05,Pearl Millet
46.47,18.57,32.48,27.28,62.11,5.85,63.09,Cowpea
101.51,43.24,51.35,27.26,79.78,5.13,189.0,Coffee
42.56,26.05,26.6,30.25,64.2,6.28,79.94,Foxtail Millet
43.6,34.99,49.7,20.41,58.1,6.93,51.41,Beetroot
21.25,19.95,30.02,17.91,45.26,7.14,48.94,Safflower
51.05,29.88,32.35,39.39,35.85,7.34,85.23,Pearl Millet
45.34,27.57,26.83,30.64,69.24,7.0,103.63,Black Gram
38.3,37.2,26.33,23.36,75.44,6.54,114.72,Soybean
105.76,45.93,63.93,22.34,66.77,6.33,80.37,Cauliflower
74.2,44.72,74.06,27.55,88.74,6.28,147.33,Litchi
24.79,28.69,25.11,24.3,49.64,6.77,96.92,Field Bean
73.28,43.55,57.76,36.96,63.17,6.62,69.52,Okra
40.98,34.42,29.63,21.32,49.14,7.12,37.61,Lentil
37.44,20.12,31.87,29.72,47.2,6.5,73.61,Cowpea
103.28,41.13,42.32,25.06,75.12,6.01,282.88,Rice
81.08,36.21,31.72,16.61,46.28,6.45,62.85,Barley
60.22,58.05,61.6,19.32,59.48,6.87,55.94,Garlic
30.42,23.5,33.69,29.32,76.02,6.7,110.02,Black Gram
72.19,36.09,41.54,26.48,63.79,6.09,83.44,Okra
59.04,30.08,27.73,25.33,70.85,6.77,98.28,Soybean
40.3,29.48,24.46,31.89,52.1,5.81,57.42,Foxtail Millet
45.73,29.34,29.51,20.7,57.45,5.92,34.31,Radish
126.19,59.87,57.4,30.68,72.99,6.1,83.2,Brinjal
42.44,27.43,38.46,25.35,54.42,6.72,72.19,Niger Seed
64.26,29.17,33.82,29.56,56.65,7.69,59.62,Sorghum
99.43,50.96,95.89,31.99,52.86,6.26,91.05,Grapes
27.08,25.8,36.73,26.97,50.34,7.06,152.11,Red Gram
35.96,30.2,30.17,21.54,53.12,6.07,60.12,Chickpea
74.19,40.34,55.75,17.48,61.48,6.93,62.91,Garlic
99.83,52.91,41.57,28.73,96.76,6.8,226.49,Rice
73.81,31.32,38.96,29.11,72.79,6.87,95.48,Pumpkin
104.81,61.25,111.66,32.43,71.92,6.85,101.07,Mango
87.75,46.04,84.57,27.32,71.02,6.56,125.9,Guava
56.56,39.53,75.69,20.23,62.41,6.79,38.17,Garlic
74.8,36.36,86.76,27.22,73.91,6.45,156.59,Litchi
45.61,32.38,23.61,28.52,44.43,7.45,70.4,Green Gram
90.78,55.68,70.32,25.14,64.9,6.3,47.16,Garlic
64.87,52.22,81.22,22.38,61.44,6.83,64.98,Garlic
87.13,43.47,73.38,16.24,63.78,5.51,113.99,Apple
95.6,62.48,77.35,25.54,75.09,6.37,98.42,Brinjal
92.15,36.48,71.17,26.3,75.72,7.05,203.44,Litchi
86.97,49.36,56.36,26.05,66.62,6.39,49.28,Cucumber
74.67,52.81,50.68,17.86,59.78,6.69,50.63,Garlic
88.37,39.99,33.54,17.07,60.6,7.03,50.6,Barley
34.13,29.91,30.04,19.2,43.37,6.52,65.41,Peas
97.83,58.95,99.93,31.85,86.68,5.94,293.98,Rubber
100.69,43.17,95.85,32.86,76.33,7.61,264.43,Coconut
63.66,30.85,18.01,26.91,73.08,6.57,19.27,Soybean
44.56,24.85,35.7,33.22,61.68,6.38,69.23,Groundnut
57.86,34.35,29.05,18.34,53.23,6.59,71.91,Radish
139.35,62.93,116.27,33.55,77.11,6.63,175.42,Banana
42.69,35.09,33.88,26.71,63.27,7.27,102.62,Niger Seed
75.86,47.13,46.82,22.35,62.41,6.6,44.99,Onion
65.04,46.38,86.16,16.44,63.18,5.49,93.99,Apple
78.0,37.92,43.47,25.71,70.39,6.85,90.56,Maize
83.83,34.74,27.36,14.17,51.58,7.21,50.5,Barley
107.47,38.39,52.04,26.47,82.75,4.92,272.05,Tea
23.11,28.37,31.67,27.22,66.83,7.26,94.32,Field Bean
42.84,26.79,29.41,31.09,69.23,7.22,74.5,Black Gram
83.11,54.96,84.28,22.51,80.19,6.45,217.58,Litchi
83.01,47.67,70.6,24.86,80.65,4.47,271.29,Pineapple
104.03,46.48,113.67,22.84,76.66,6.66,112.34,Papaya
90.06,51.15,114.2,31.69,79.77,7.31,212.54,Coconut
104.72,56.87,77.19,22.52,77.06,4.83,268.31,Tea
55.77,32.24,58.01,27.31,68.74,7.13,100.24,Pumpkin
35.34,33.19,51.83,22.85,62.36,7.4,79.67,Beetroot
34.81,32.91,32.95,30.3,67.82,6.34,76.13,Sesame
36.02,28.84,30.92,18.49,64.97,6.73,47.57,Radish
86.45,56.8,61.71,24.86,63.56,6.52,81.01,Guava
83.11,42.31,31.17,29.99,64.23,6.55,90.11,Maize
44.61,31.54,26.41,31.16,76.48,6.32,88.19,Black Gram
36.54,30.07,32.64,21.06,50.86,6.61,95.6,Field Bean
48.27,27.39,32.72,28.61,32.38,7.43,57.58,Pearl Millet
48.88,32.46,27.42,7.19,51.72,6.98,58.81,Mustard
30.31,35.73,25.57,29.94,61.38,6.64,71.51,Sesame
79.7,26.4,74.74,16.87,53.87,5.95,69.52,Beetroot
43.29,28.52,32.39,23.48,57.47,6.29,72.71,Groundnut
91.69,66.49,82.83,23.06,56.45,6.36,152.7,Orange
101.55,48.15,97.25,25.91,82.38,6.6,141.37,Papaya
41.69,32.61,29.2,21.74,43.29,6.48,68.71,Chickpea
74.31,34.27,76.64,28.0,66.18,5.86,152.75,Cashew
38.9,31.99,28.35,21.7,59.58,6.19,86.35,Rajma
91.32,43.16,99.49,18.2,63.77,5.97,40.55,Potato
55.32,30.82,19.22,24.84,45.86,6.41,58.78,Chickpea
52.91,29.84,27.07,21.76,72.46,5.73,79.48,Little Millet
83.4,53.84,59.33,18.94,74.46,6.18,113.22,Cabbage
84.88,67.84,75.53,21.89,77.07,6.47,54.21,Tomato
45.38,33.46,35.13,25.0,56.8,6.33,91.36,Field Bean
52.08,23.99,47.58,24.24,68.38,6.47,68.51,Bottle Gourd
54.34,29.68,28.91,29.89,65.99,7.3,75.77,Sunflower
23.17,27.81,38.4,23.23,46.44,6.74,45.74,Peas
95.87,45.73,53.65,20.53,74.1,6.29,62.34,Cabbage
58.9,35.11,19.63,25.44,61.83,6.58,104.93,Little Millet
47.27,26.46,21.88,21.91,63.5,6.33,110.71,Finger Millet
94.14,51.72,111.41,29.21,63.97,6.57,86.95,Grapes
43.06,21.38,33.92,21.04,51.37,6.64,49.8,Lentil
28.72,39.26,33.36,27.69,62.05,6.68,82.41,Black Gram
82.05,50.53,56.85,16.6,59.87,7.13,39.38,Garlic
63.95,45.93,93.68,4.67,76.94,6.16,70.25,Apple
94.45,46.17,50.42,23.6,85.37,5.81,239.24,Rice
105.67,54.13,95.33,32.0,64.52,6.56,143.69,Mango
34.87,31.38,36.95,30.67,69.18,6.61,77.67,Black Gram
61.87,26.87,25.29,16.81,50.71,6.79,37.81,Mustard
99.01,73.28,80.31,32.6,77.73,6.77,184.27,Orange
82.81,44.1,35.1,18.25,43.99,6.65,88.56,Wheat
83.04,40.23,86.29,13.95,63.61,6.03,109.97,Apple
66.19,31.6,36.04,25.67,67.24,6.91,71.49,Sunflower
52.79,23.43,27.16,37.0,60.55,5.92,56.07,Sorghum
88.78,50.79,62.76,21.49,67.8,6.57,73.89,Cabbage
105.26,67.04,110.81,20.04,77.93,5.92,52.32,Potato
84.76,70.23,60.96,23.63,60.21,6.41,92.56,Tomato
69.81,39.02,22.82,16.85,44.76,6.29,49.81,Mustard
40.3,40.65,36.18,31.05,47.43,6.68,69.58,Groundnut
58.47,29.95,36.47,24.24,65.12,5.46,114.9,Finger Millet
126.11,68.52,111.95,30.06,85.7,7.23,210.66,Banana
63.49,42.97,52.8,19.25,59.13,6.51,55.8,Garlic
49.35,37.23,24.71,34.95,53.48,7.37,66.0,Pearl Millet
36.02,28.99,31.78,26.17,46.46,6.83,52.83,Green Gram
102.91,72.86,104.77,26.09,45.59,7.18,170.83,Mango
33.35,31.41,35.87,28.16,55.42,6.87,74.1,Field Bean
29.3,31.18,29.24,35.51,55.79,5.85,67.48,Sesame
35.44,22.91,28.2,27.2,59.26,6.79,107.5,Niger Seed
102.09,39.1,30.92,14.21,59.36,6.6,85.79,Wheat
90.09,48.96,57.53,17.05,71.84,6.76,75.88,Cauliflower
110.64,76.52,102.87,31.6,72.66,6.94,205.98,Mango
89.0,48.66,58.06,19.49,71.49,6.63,57.14,Cabbage
93.34,50.36,60.26,30.09,93.02,6.23,257.96,Rice
95.94,53.19,62.75,29.96,75.48,6.25,227.15,Rice
72.06,26.98,25.76,9.74,58.43,7.03,54.02,Mustard
46.52,26.16,27.45,31.82,67.63,6.91,74.91,Groundnut
31.16,33.24,29.18,27.45,65.24,6.7,72.37,Red Gram
45.1,24.73,33.58,21.4,45.42,6.38,43.3,Lentil
98.71,58.69,59.56,23.66,52.58,7.95,78.88,Chilli
94.38,50.33,71.98,13.4,63.66,6.8,116.16,Apple
78.68,37.51,59.8,19.67,51.93,6.36,120.88,Apple
51.09,26.03,24.85,27.55,68.18,7.05,108.6,Finger Millet
63.88,31.42,35.24,29.27,45.72,6.69,91.96,Sunflower
45.02,37.16,30.42,21.02,67.67,6.68,74.39,Rajma
28.02,28.52,22.95,31.88,60.65,6.57,44.01,Horse Gram
86.19,46.63,85.56,29.28,70.31,6.9,91.77,Guava
37.45,35.29,32.94,26.26,64.63,6.93,43.93,Radish
104.35,60.71,102.27,26.95,57.98,6.66,163.78,Mango
69.27,26.01,78.53,29.02,69.86,6.8,102.34,Pumpkin
50.55,24.75,33.98,23.72,67.12,6.57,116.46,Finger Millet
100.84,39.66,62.51,27.02,49.42,7.44,73.74,Pomegranate
108.14,47.33,98.84,27.42,60.46,6.51,68.7,Grapes
83.02,46.59,107.66,33.53,85.25,7.13,231.87,Coconut
51.57,32.16,77.46,26.22,66.53,6.46,58.13,Bottle Gourd
86.9,45.05,81.66,21.54,63.18,6.56,64.28,Grapes
63.49,27.41,24.26,31.82,56.5,6.86,48.38,Sorghum
80.03,37.72,74.69,21.24,73.96,6.46,170.84,Coffee
60.04,33.96,53.85,28.45,69.49,6.91,142.54,Cashew
36.73,30.13,27.96,18.06,50.87,7.11,37.97,Linseed
41.88,28.08,32.87,26.45,54.74,7.21,89.92,Black Gram
45.12,39.37,29.14,33.98,68.02,6.94,79.33,Black Gram
56.27,25.02,33.82,32.71,37.16,6.96,80.77,Pearl Millet
91.87,63.2,57.35,19.91,85.08,6.69,76.31,Cabbage
47.44,28.27,33.46,17.0,37.78,6.94,54.78,Safflower
44.48,39.7,26.14,19.8,52.57,6.72,44.37,Lentil
92.22,54.87,67.76,27.01,68.85,7.12,76.66,Chilli
79.09,45.58,74.34,26.51,59.86,6.57,52.05,Onion
45.77,27.25,19.5,28.29,62.56,7.01,57.12,Groundnut
28.96,34.16,34.05,22.25,56.61,7.95,51.55,Horse Gram
57.02,25.73,31.17,30.33,54.88,6.68,125.73,Red Gram
57.06,27.23,38.03,24.86,48.32,6.21,81.21,Sunflower
87.33,44.81,74.15,17.13,75.51,6.08,96.5,Cabbage
35.7,33.43,28.37,19.42,50.84,6.94,87.12,Field Bean
69.45,35.15,30.12,18.47,53.84,6.86,74.28,Wheat
35.08,27.83,29.34,26.98,53.53,6.78,46.2,Sesame
94.44,60.84,106.47,22.11,64.5,5.57,66.04,Potato
82.49,50.36,34.81,20.47,64.25,6.92,60.74,Barley
29.86,20.02,29.71,25.54,58.15,6.68,65.23,Niger Seed
64.99,60.92,55.31,26.32,53.48,6.34,61.46,Chilli
106.93,54.79,60.47,19.74,69.65,6.51,66.52,Cauliflower
73.97,37.98,31.98,27.22,50.09,7.64,55.35,Sorghum
76.26,57.67,58.54,30.92,74.25,6.11,67.0,Brinjal
29.86,36.95,31.19,32.46,52.26,6.78,95.67,Kodo Millet
105.22,44.23,59.76,17.55,66.85,6.46,98.9,Cauliflower
88.43,49.43,67.05,31.75,60.15,7.36,90.02,Brinjal
29.49,32.12,27.89,22.43,52.65,6.82,33.83,Chickpea
39.39,27.21,29.72,31.85,57.38,5.99,102.65,Foxtail Millet
36.04,32.21,21.87,28.23,66.36,7.1,104.8,Black Gram
84.72,42.32,77.03,24.11,74.07,6.59,145.43,Litchi
65.99,52.16,76.99,21.95,90.42,6.24,171.9,Coffee
34.42,35.24,28.49,31.42,71.9,6.61,52.4,Cowpea
63.42,27.2,69.08,20.52,60.96,6.19,48.83,Carrot
99.46,53.54,94.01,23.31,61.2,6.46,83.23,Grapes
44.9,33.63,40.03,24.19,60.93,6.7,123.82,Finger Millet
84.96,31.05,79.3,34.94,82.64,6.8,165.57,Litchi
48.16,27.02,35.76,27.57,48.22,6.53,77.65,Foxtail Millet
43.71,33.8,30.26,19.04,48.4,7.08,70.2,Linseed
80.73,37.98,26.97,23.79,51.96,6.65,53.1,Barley
57.17,34.49,31.9,15.67,57.41,6.7,48.97,Radish
100.1,67.87,135.15,30.44,78.03,6.04,177.6,Banana
67.48,36.73,69.05,21.31,62.61,6.7,38.31,Carrot
78.34,46.29,70.63,17.0,69.76,5.91,101.95,Apple
45.55,33.73,34.85,17.03,54.4,6.38,60.11,Radish
101.9,65.4,87.53,25.39,60.8,6.6,134.41,Orange
72.7,27.63,54.31,20.17,60.31,7.15,68.58,Beetroot
108.78,56.5,118.58,27.23,75.38,6.13,169.2,Papaya
60.63,34.8,24.98,17.29,44.2,6.88,48.7,Chickpea
79.23,77.15,52.23,23.44,73.21,6.59,106.31,Brinjal
82.79,54.87,92.91,23.68,51.33,6.35,54.2,Pomegranate
104.79,52.29,53.01,17.2,73.27,6.46,47.15,Cauliflower
25.59,30.87,27.32,24.36,46.89,7.16,90.29,Field Bean
43.3,42.59,32.67,26.5,61.0,6.56,88.33,Field Bean
29.11,28.72,37.28,16.38,54.63,6.74,73.1,Rajma
46.38,39.87,36.36,23.44,57.89,6.73,108.57,Finger Millet
58.98,33.94,48.75,27.3,67.97,6.49,168.61,Cashew
36.46,36.45,32.59,24.76,41.98,7.02,71.2,Linseed
72.66,44.03,106.43,24.22,69.02,5.74,168.39,Orange
91.27,39.63,30.58,20.41,45.18,7.16,51.76,Wheat
59.35,32.68,32.37,22.58,62.94,5.54,96.52,Finger Millet
97.61,48.42,21.85,15.4,62.2,6.51,64.09,Barley
67.23,42.67,46.72,31.73,68.47,6.33,81.17,Cucumber
77.33,39.17,64.82,20.86,77.19,6.55,75.0,Tomato
105.39,47.54,74.02,32.71,74.69,6.16,204.52,Arecanut
40.93,31.66,23.27,29.18,58.95,6.58,71.83,Cowpea
82.08,66.54,45.84,23.21,79.17,5.67,121.55,Coffee
86.81,40.88,83.87,23.51,82.3,5.58,179.48,Pineapple
49.46,29.56,32.71,32.32,71.67,7.24,74.76,Black Gram
46.7,35.36,35.8,14.73,47.23,6.81,60.45,Linseed
57.03,38.44,28.04,17.5,53.71,6.97,52.35,Mustard
90.99,58.36,91.99,27.9,61.77,6.69,145.23,Papaya
45.26,25.14,56.93,25.73,79.91,6.6,53.96,Bottle Gourd
68.97,44.58,82.58,24.93,60.82,6.47,64.03,Pomegranate
51.96,36.26,48.47,28.28,66.04,6.87,63.97,Cucumber
45.5,30.37,25.79,27.77,54.11,6.27,96.37,Kodo Millet
86.52,57.27,73.97,24.08,77.57,5.96,215.48,Coffee
78.42,32.98,70.83,8.46,68.7,6.35,100.34,Apple
75.96,57.67,76.03,21.49,59.18,6.32,44.29,Onion
35.05,30.72,30.94,17.76,42.9,6.78,48.78,Lentil
69.5,38.08,27.28,32.46,60.35,7.1,72.83,Castor
122.56,68.54,112.17,26.31,80.43,6.63,170.34,Banana
83.61,53.89,68.76,27.19,66.17,6.37,83.76,Brinjal
118.79,67.02,125.96,28.43,87.44,6.9,173.15,Banana
50.98,31.79,30.04,17.87,62.29,7.31,46.84,Radish
46.76,33.76,25.05,16.16,57.81,6.32,61.39,Lentil
63.63,25.89,36.83,15.95,52.12,6.54,34.76,Mustard
52.02,21.36,61.56,30.09,74.59,7.08,110.85,Pumpkin
48.78,27.93,27.9,32.87,39.22,6.68,66.91,Groundnut
74.65,40.85,83.32,21.44,77.89,5.94,217.39,Pineapple
45.29,30.2,33.58,19.96,60.06,6.71,56.98,Linseed
108.29,49.37,69.47,34.86,71.54,6.57,270.15,Arecanut
81.08,44.21,88.19,24.01,72.95,6.84,70.57,Pomegranate
48.07,37.87,37.85,32.99,40.13,7.07,88.47,Pearl Millet
44.86,27.97,41.77,27.5,38.53,6.69,125.88,Red Gram
77.1,39.06,42.55,27.5,70.62,6.8,51.8,Cucumber
37.34,24.86,36.88,22.98,64.86,6.84,78.77,Red Gram
93.09,57.28,61.21,28.72,85.21,6.64,86.27,Tomato
45.01,35.55,32.69,26.89,43.52,6.69,64.95,Sorghum
42.02,27.6,25.73,24.05,64.97,6.51,117.7,Soybean
39.83,32.63,27.46,20.16,61.36,7.01,53.53,Radish
61.67,33.05,27.29,30.17,46.71,6.23,88.77,Groundnut
50.85,30.45,33.28,31.6,56.77,7.22,65.44,Pearl Millet
90.72,51.73,21.77,20.28,59.12,7.03,31.81,Barley
58.84,23.86,32.56,24.69,45.77,6.72,63.52,Sunflower
38.23,24.7,32.92,29.91,46.18,6.71,45.45,Green Gram
109.6,51.44,43.91,19.45,71.24,6.26,49.31,Cauliflower
88.04,41.99,47.82,29.72,82.88,6.11,149.7,Rice
60.46,36.55,32.63,35.15,24.58,6.82,60.4,Pearl Millet
40.63,31.91,50.51,27.26,64.96,7.58,87.94,Bottle Gourd
100.05,72.63,94.84,34.87,63.1,7.57,177.54,Mango
49.81,29.83,30.34,23.62,65.11,6.1,56.24,Radish
60.74,33.38,35.72,21.01,44.72,6.6,50.55,Lentil
70.88,39.31,53.31,29.75,70.03,6.4,91.26,Cucumber
102.7,58.11,99.43,32.44,88.4,5.38,198.3,Coconut
115.67,47.1,84.35,28.21,80.09,6.3,275.33,Coconut
88.14,53.48,75.49,22.64,63.2,5.98,164.42,Orange
102.6,55.89,82.36,25.08,66.51,6.92,62.66,Grapes
59.02,46.54,43.6,26.17,65.42,6.17,66.28,Okra
88.31,41.23,87.83,25.51,49.74,6.95,62.61,Pomegranate
38.38,30.43,33.65,19.18,53.64,6.83,69.4,Radish
28.14,28.68,42.0,26.38,57.88,6.99,89.95,Horse Gram
54.66,33.2,34.32,22.42,57.18,7.02,68.6,Safflower
59.01,33.54,30.3,32.73,52.48,7.02,71.68,Sorghum
77.89,57.88,60.29,25.6,58.65,5.81,60.42,Onion
70.41,27.23,66.78,25.29,67.76,6.64,72.82,Carrot
77.81,52.53,38.26,24.82,77.95,7.14,76.7,Okra
92.44,58.95,70.75,28.59,89.27,5.67,264.27,Rubber
42.73,34.5,31.22,26.3,57.15,6.35,59.44,Black Gram
115.79,55.32,44.53,32.79,85.98,6.47,154.01,Rice
112.05,49.87,65.41,18.85,71.92,6.73,93.6,Cabbage
44.63,26.22,30.05,29.95,64.67,5.93,126.05,Foxtail Millet
24.51,23.66,27.47,30.96,59.78,7.22,83.31,Sesame
43.91,35.33,31.73,27.47,55.2,6.76,50.29,Foxtail Millet
108.28,52.93,98.39,26.43,56.45,6.8,68.17,Grapes
71.9,51.1,67.08,29.59,72.37,5.84,200.33,Coffee
43.15,32.54,64.81,20.65,65.3,7.77,71.08,Beetroot
103.75,43.91,52.22,22.39,63.46,6.36,67.96,Cabbage
38.6,26.02,31.39,25.05,55.7,7.2,64.24,Green Gram
100.99,60.02,96.26,26.92,66.82,6.65,150.87,Papaya
95.28,59.95,42.75,21.42,67.29,5.83,80.71,Brinjal
31.16,25.66,27.18,26.99,51.64,7.75,65.3,Horse Gram
50.55,28.85,31.1,28.25,52.9,6.88,101.43,Little Millet
61.81,34.44,32.16,33.37,42.4,7.26,75.67,Pearl Millet
64.99,29.28,25.83,29.68,73.26,6.89,88.31,Sorghum
102.4,39.34,105.35,15.53,71.73,5.66,60.41,Potato
65.4,35.78,65.95,32.68,73.87,7.23,96.59,Bottle Gourd
29.75,30.74,37.32,21.83,50.58,6.23,35.13,Lentil
45.86,28.86,30.8,27.09,56.42,6.43,74.82,Sesame
108.56,51.26,87.01,31.17,83.04,5.2,297.63,Rubber
112.51,64.55,60.19,28.69,55.48,7.23,75.23,Chilli
100.57,48.7,99.15,22.11,60.95,6.1,153.04,Orange
112.45,65.92,139.38,29.42,79.88,6.5,138.76,Banana
92.78,42.64,69.3,28.43,62.92,6.25,77.52,Pomegranate
42.41,27.06,25.41,31.08,52.71,6.52,59.81,Green Gram
96.37,40.03,53.45,27.34,55.06,6.77,102.78,Chilli
69.59,51.92,82.18,24.61,70.67,6.09,166.8,Papaya
40.95,29.45,32.15,24.59,49.37,6.89,78.28,Kodo Millet
81.18,64.52,53.8,25.45,66.35,6.47,71.17,Tomato
68.5,51.83,59.82,29.63,60.47,6.82,58.88,Okra
35.44,37.33,31.03,26.43,53.43,6.57,101.18,Little Millet
56.51,29.59,31.92,28.31,59.09,7.26,103.16,Kodo Millet
89.38,45.67,55.57,23.68,78.9,5.13,242.55,Tea
32.34,38.25,28.16,24.47,54.24,6.29,78.99,Cowpea
72.9,29.25,49.81,29.19,68.13,6.29,101.19,Bottle Gourd
80.09,35.79,35.38,28.89,52.18,7.04,42.98,Pearl Millet
98.11,60.99,85.45,27.43,68.54,6.73,198.44,Mango
103.3,71.6,141.56,31.81,76.51,7.02,181.12,Banana
91.98,35.87,17.42,21.12,42.22,6.62,57.42,Wheat
90.59,45.51,62.81,30.72,61.45,6.26,74.83,Onion
52.23,28.09,24.97,29.92,55.14,6.87,70.58,Groundnut
91.31,65.95,82.09,25.77,79.78,5.62,108.48,Orange
51.78,30.24,47.38,24.41,63.43,7.1,74.82,Field Bean
87.36,48.52,50.95,32.98,71.07,6.72,79.93,Cucumber
31.61,32.74,32.85,29.58,57.4,6.38,94.94,Horse Gram
147.79,62.7,124.23,31.67,89.01,6.84,153.62,Banana
68.27,32.13,58.32,22.45,66.46,6.8,66.32,Beetroot
99.17,54.26,69.13,21.51,68.84,6.69,48.92,Cauliflower
60.88,38.24,48.74,19.58,53.25,6.43,55.69,Carrot
38.57,32.6,29.38,15.77,52.2,7.27,55.53,Chickpea
80.77,39.13,32.47,15.53,45.41,6.78,59.13,Wheat
66.68,30.39,33.61,27.63,42.42,6.65,85.86,Castor
82.48,41.85,47.32,22.87,80.29,6.95,73.1,Cucumber
103.65,63.58,77.77,22.93,65.59,6.14,133.85,Orange
62.59,38.76,23.52,27.54,55.28,7.0,79.26,Castor
90.9,46.79,80.64,27.58,65.34,5.5,109.71,Guava
95.51,33.18,72.92,14.73,65.85,5.99,104.35,Apple
47.79,27.17,38.86,32.34,57.91,7.1,80.6,Groundnut
48.63,37.97,22.89,28.52,54.46,6.35,74.52,Foxtail Millet
77.83,51.68,70.02,37.03,76.72,6.39,139.84,Litchi
35.65,22.99,26.18,24.25,55.96,6.62,83.11,Rajma
61.94,37.16,33.18,28.83,45.31,8.04,72.56,Pearl Millet
49.46,22.95,33.81,20.15,52.06,6.91,81.44,Peas
92.61,33.35,32.72,15.44,47.23,6.9,70.45,Wheat
59.88,26.97,37.07,26.93,70.1,6.54,112.81,Soybean
50.66,30.05,68.5,22.64,61.9,6.8,52.33,Beetroot
76.91,28.03,50.79,20.65,62.43,6.68,38.92,Carrot
38.76,27.87,23.41,35.24,49.18,7.34,78.21,Sorghum
31.22,38.77,25.45,16.29,63.76,6.79,64.83,Peas
42.19,24.8,35.99,31.51,66.47,7.06,121.7,Red Gram
115.14,55.58,94.01,26.47,57.86,6.67,110.72,Grapes
95.6,44.48,118.88,28.56,83.7,6.54,249.61,Coconut
72.77,47.05,63.93,19.78,62.16,6.56,98.89,Tomato
92.21,74.35,69.34,23.59,62.59,7.0,42.75,Brinjal
103.13,44.06,47.6,22.95,84.69,5.22,235.93,Tea
142.75,72.37,103.8,27.17,78.35,6.67,118.41,Banana
73.72,46.98,51.44,18.42,52.94,6.69,46.92,Garlic
95.03,51.19,66.21,28.64,69.52,6.55,83.12,Cauliflower
18.34,29.43,33.34,21.66,53.77,7.01,100.61,Rajma
47.45,24.25,18.83,32.38,57.56,6.74,76.17,Groundnut
61.23,25.37,29.57,26.51,62.94,5.7,126.95,Soybean
72.98,47.78,33.2,19.27,73.59,5.41,185.02,Coffee
53.01,38.28,74.6,22.85,60.75,6.51,58.71,Carrot
71.3,35.45,54.14,28.02,68.36,6.89,113.14,Pumpkin
48.58,32.73,57.01,35.99,69.4,7.07,92.29,Bottle Gourd
28.63,38.21,35.85,25.15,48.73,6.99,50.49,Chickpea
77.52,37.73,30.58,14.85,43.76,6.86,38.81,Barley
34.35,29.02,27.24,24.46,55.8,7.59,101.53,Niger Seed
90.06,50.1,55.79,20.18,61.76,6.46,48.86,Cauliflower
105.09,55.61,99.78,20.38,68.43,5.37,72.62,Potato
70.43,47.3,70.37,19.68,74.56,5.27,175.63,Coffee
83.79,38.39,26.37,23.92,78.38,6.26,41.88,Barley
95.96,61.58,102.15,27.92,71.22,7.09,190.84,Mango
82.21,44.06,113.51,29.92,78.07,6.44,259.18,Coconut
76.81,47.16,34.98,31.99,63.18,6.42,88.25,Cucumber
79.9,43.12,30.17,19.76,51.85,6.53,48.02,Barley
84.56,35.02,84.95,31.92,74.9,4.4,88.6,Pineapple
95.06,59.97,64.88,19.56,70.09,6.37,95.55,Cauliflower
50.33,27.4,35.66,29.68,48.1,7.08,83.89,Pearl Millet
75.59,39.35,38.02,31.52,68.17,6.34,97.71,Cucumber
89.86,54.52,59.18,24.03,76.36,5.88,177.28,Arecanut
67.3,31.54,30.52,29.14,33.75,7.25,77.09,Sorghum
42.88,29.65,37.78,30.15,54.89,6.85,122.06,Red Gram
39.13,36.61,32.85,22.07,49.76,6.19,69.94,Little Millet
35.12,32.17,29.88,19.54,43.18,6.99,35.1,Safflower
68.06,28.26,29.52,13.36,45.89,6.47,34.33,Mustard
61.95,28.26,32.78,30.74,56.35,6.92,84.68,Castor
45.37,28.96,21.74,23.76,45.45,7.1,69.52,Chickpea
73.92,44.83,58.6,25.4,83.4,5.5,208.24,Coffee
89.93,48.71,101.07,26.62,74.66,6.83,158.02,Mango
41.54,34.22,29.71,21.78,36.94,6.63,44.47,Lentil
59.89,32.08,32.4,28.51,47.39,6.54,85.45,Sesame
28.87,23.86,34.99,27.55,69.25,5.78,78.15,Cowpea
79.24,35.86,30.57,17.22,48.96,7.02,63.88,Wheat
79.09,37.96,77.27,21.44,55.7,7.66,77.35,Pomegranate
70.55,56.2,71.97,21.42,80.36,5.59,184.79,Coffee
66.64,25.87,60.03,19.61,63.78,7.77,62.77,Garlic
37.95,22.97,27.0,17.8,49.44,7.59,71.91,Chickpea
98.25,63.79,83.91,31.89,87.07,5.33,338.1,Rubber
43.29,41.98,19.77,29.82,76.64,6.77,96.61,Finger Millet
95.47,47.01,38.21,29.57,67.84,6.55,100.65,Maize
87.55,53.54,96.37,30.67,65.81,5.83,91.98,Guava
97.93,53.78,101.52,29.07,71.92,6.47,145.03,Papaya
92.39,51.78,73.83,27.61,80.8,5.8,220.66,Rubber
71.37,38.25,80.76,27.21,72.65,5.78,235.95,Litchi
69.01,49.57,57.01,20.23,81.09,5.77,157.38,Coffee
63.38,32.91,27.2,24.1,52.63,7.19,62.62,Chickpea
